"";"genes";"logFC.RNA";"AveExpr.RNA";"t.RNA";"P.Value.RNA";"adj.P.Val.RNA";"B.RNA";"logFC.ATAC";"AveExpr.ATAC";"t.ATAC";"P.Value.ATAC";"adj.P.Val.ATAC";"B.ATAC"
"1184";"BGN";-0,945009196159712;6,22682161803748;-0,643440162974028;0,526788749238406;0,999809857860324;-4,71221508067683;-0,271807033802973;3,68263348147637;-2,31531674279939;0,0319630611158285;0,117861175137284;-3,89458468916756
"1185";"BHLHB9";-0,392520944209468;1,30432264633494;-1,40782069190533;0,173575570229686;0,999809857860324;-4,5607168768772;-0,382724794401493;3,07148363527823;-2,41424913407841;0,0260490435312542;0,103498694098109;-3,4931741696202
"1186";"BHLHE40";0,303143826004147;10,3389887992938;1,2228341870011;0,23471685125632;0,999809857860324;-4,55449746682517;0,0769841040879662;5,78281133856961;1,2113800464472;0,240638078785252;0,397827488757558;-6,09372330661922
"1187";"BHLHE40-AS1";0,240733198959061;0,661929423502317;0,608971408925202;0,548967703918903;0,999809857860324;-4,61598629878703;0,124593103869583;4,97500365744428;1,59472903913637;0,127313185001568;0,266063889847618;-5,47200218740988
"1188";"BHLHE41";-2,22046394642533;-0,751453181847035;-1,79149677576295;0,0873981014622098;0,999809857860324;-4,57095061074975;-0,336250268494116;3,56077883888804;-1,91379062921451;0,0708716569077243;0,188398594649857;-4,5605840089904
"1189";"BHMT2";-0,939055273700257;0,218804309473921;-0,618524036178086;0,542771879743018;0,999809857860324;-4,60800585816935;-0,455027606214527;0,894935853016136;-1,04190393086204;0,310565335978935;0,469121936144123;-4,87496104012498
"1190";"BICC1";-1,57123322026175;3,51940595199784;-1,55489308796893;0,134668128525166;0,999809857860324;-4,49786104003728;-0,964509775039851;1,49917815031414;-2,20362487676957;0,0401195293172521;0,134832561729395;-3,6236693594257
"1191";"BICD1";-0,238275869239827;4,00771488946153;-1,15226837126887;0,261947616469342;0,999809857860324;-4,57431597343588;-0,064612515015066;3,75655141962553;-0,596067078051951;0,558182879227747;0,693124359181156;-6,11549819991716
"1192";"BICD2";-0,027585366340797;6,03725662049408;-0,316871186400366;0,754418363917076;0,999809857860324;-4,76298719282028;0,355777651797603;6,39054918113414;3,75618894122342;0,00134175429127795;0,0154626478250352;-1,36821134994845
"1193";"BID";0,0487674419123074;5,30127611209813;0,339905046083694;0,737248623240587;0,999809857860324;-4,75030361630966;0,325090622653673;4,13984853608615;3,79878877148247;0,00121759169948806;0,0145155735526947;-0,963534626748046
"1194";"BIK";-0,267108374075316;-1,99212054175841;-0,325620609807617;0,747880536149151;0,999809857860324;-4,60253910167672;0,0206942335429079;2,9902944846901;0,110651368868517;0,913056158982353;0,948865745186992;-5,93325656093204
"1195";"BIN1";0,194081519070247;6,6867572362839;1,57993588259411;0,128820962988985;0,999809857860324;-4,41434033527436;0,265104191178203;5,03601977861125;4,49084382877602;0,000251728256870295;0,00549651737745544;0,359729614475386
"1196";"BIN2";0,206776836352896;8,11902956645558;0,770573076188319;0,449401980648036;0,999809857860324;-4,67519855362394;0,00598453899056572;4,38628986645825;0,0698056376240261;0,945079639712186;0,968824323239115;-6,53152579139477
"1197";"BIN3";0,0115827126863319;4,98898301244521;0,11678000890642;0,908125727738313;0,999809857860324;-4,75861600505675;-0,345184462050043;3,88310387866422;-2,9621377435753;0,00801968628562571;0,0487404800371707;-2,69731635642564
"1198";"BIRC2";0,0894242455275824;6,16202601671198;0,336607488314191;0,739698308915424;0,999809857860324;-4,76073341830985;-0,0165077030456553;4,95722040297139;-0,195521720373022;0,847065483164007;0,906125292892211;-6,69587192468168
"1199";"BIRC3";0,153393276367997;7,05568424550419;0,461812005209506;0,648886237945137;0,999809857860324;-4,74299074814519;0,156451153765202;5,94624680312847;1,68982144579521;0,107444628999918;0,240905731466937;-5,452470376164
"1200";"BIRC5";0,125834503973881;5,86553618879377;0,357179086850035;0,724463343873969;0,999809857860324;-4,7566012205792;0,363643424656444;5,00754318491461;3,28767568602047;0,00388106394023643;0,0307972746217354;-2,30358783720811
"1201";"BIRC6";0,0586185115463165;7,51362881233418;0,213785158251862;0,832742629177883;0,999809857860324;-4,76213889836208;0,00507956367370976;5,32075359895216;0,0503230403210588;0,960391537844808;0,97760934718187;-6,7675438587326
"1202";"BISPR";0,277423449379573;3,89369701218062;1,26538586234489;0,219366453254013;0,999809857860324;-4,54520582307677;0,121963094052735;5,83382641352064;1,4971328499349;0,150827840260307;0,296750881249065;-5,72888184249652
"1203";"BIVM";0,152096141699667;3,6075357443619;0,98518818470332;0,335563301189646;0,999809857860324;-4,60866460248733;-0,074168713833032;5,59309714061296;-1,12695787561598;0,273827030811819;0,432072940827648;-6,17370907243793
"1204";"BLCAP";0,101861497786047;5,43232013099087;0,650957919415724;0,52201728139629;0,999809857860324;-4,70512233977187;-0,188838914005472;5,06642635681612;-1,99043540718452;0,0611630143622157;0,173140298184086;-4,86606864728421
"1205";"BLK";0,715620339931475;-3,38611111564864;0,420188917231638;0,678545331423263;0,999809857860324;-4,59889053192214;-0,301431506407483;3,38964828297745;-1,9852281608583;0,0617829302538512;0,174103741686865;-4,35324157529586
"1206";"BLM";0,00399422954110129;5,15990305953012;0,0187255425727368;0,985233913264462;0,999809857860324;-4,76714620714032;0,22462880597575;5,06048841146165;2,82895539978884;0,0107422914614655;0,0589352335988632;-3,26735810973972
"1207";"BLMH";0,173783810887475;5,89794318602187;1,09891154469366;0,284042280365122;0,999809857860324;-4,59341017140676;-0,0603025578193312;5,23902285659436;-0,670771911473429;0,510458248303863;0,653827076821486;-6,54675009731475
"1208";"BLOC1S1";0,127403659839639;3,95118362397018;0,81587932439895;0,423576884740919;0,999809857860324;-4,64692649926082;-0,0606020572768848;5,00359426853225;-0,721392732825798;0,479473500588139;0,626726869444705;-6,46209490587664
"1209";"BLOC1S2";0,121410187788326;5,30216747015689;0,984015984441588;0,336126090250424;0,999809857860324;-4,62599020603592;-0,203988151648724;5,17115585991388;-2,23530484516067;0,0376305280360303;0,130185577670465;-4,4633056982353
"1210";"BLOC1S3";0,0640126994637802;4,08241385203292;0,538704437274115;0,59566257409678;0,999809857860324;-4,69125604370533;0,0372559151975871;5,27237526374186;0,374462890298786;0,712216892588245;0,810013839033198;-6,70253125907743
"1211";"BLOC1S4";0,18303479978053;4,1876248052715;1,58972393051496;0,126593725972595;0,999809857860324;-4,44576741050842;0,0353277529014191;5,0355534966253;0,334907041787581;0,741373411074519;0,831699902587737;-6,67042365183444
"1212";"BLOC1S6";0,0624947460709748;6,12058210039358;0,483107648366131;0,63393544362494;0,999809857860324;-4,74216881943537;0,498079912018798;5,10943370892749;4,95250678402034;8,90207494953299e-05;0,0030570657871758;1,37776926511458
"1213";"BLVRA";-0,128904088654212;4,92180951592797;-0,474969637785032;0,639630384025242;0,999809857860324;-4,72585803840773;-0,111621769022693;4,09973543864005;-0,837363116403824;0,412823583452707;0,567707936389895;-6,06902894874379
"1214";"BLVRB";-0,251972271657273;4,21498762689163;-0,847119254716991;0,406322883622344;0,999809857860324;-4,6429417460537;0,154640789826811;7,04480420409053;1,92745498404466;0,0690465095652544;0,185771284538867;-5,04602512723812
"1215";"BLZF1";-0,157625034724789;4,47547792497407;-0,465378761647944;0,646371341167997;0,999809857860324;-4,70757841484333;-0,00434179548695823;7,12457714110755;-0,0372965743273179;0,970638583874781;0,983439976776713;-6,80398279262038
"1216";"BMF";0,200469435511758;2,64423187132633;0,412986504156473;0,683733865079046;0,999809857860324;-4,67082732386604;0,215720416650418;4,94097719192674;3,06538131306168;0,00638070744102945;0,0420680329582275;-2,75248749426358
"1217";"BMI1";-0,130634297610862;0,833763165038058;-0,448150481566372;0,658558419595397;0,999809857860324;-4,62278501997247;-0,0815495230354601;4,7943101154132;-0,777443896707891;0,446493388554677;0,59814975526499;-6,36734036268426
"1218";"BMP1";-0,396311210772271;5,46195879481654;-0,859787486285353;0,399455976537788;0,999809857860324;-4,6587392628712;-0,350123506882192;3,44934708876275;-1,92776601394851;0,0690054550799022;0,185713993940699;-4,48490939516424
"1219";"BMP2";-1,44906124946315;1,61571366722419;-1,39105978833139;0,178532616295509;0,999809857860324;-4,56177745431626;0,263178162228447;3,1939642836346;1,39750892692216;0,178406587250973;0,329249906938093;-5,13588865113244
"1220";"BMP2K";-0,153222093310598;3,93570635578109;-0,519566568169808;0,60870970969348;0,999809857860324;-4,68453892978816;-0,183371944364853;5,58445743911446;-1,63908671903861;0,117689088083089;0,254282025397703;-5,50585044674882
"1221";"BMP4";-1,12933975691688;-0,998250827803449;-0,649671895340501;0,522831820883348;0,999809857860324;-4,6018350586942;-0,723150547508964;1,49715845798806;-1,43834603117207;0,166644955149251;0,315244234574397;-4,61316473415667
"1222";"BMP6";-1,41690206659299;0,788753249620677;-0,773917863708246;0,447463231527504;0,999809857860324;-4,60596902211699;-0,797739846193647;2,18560083995413;-1,99500040211488;0,0606241405503695;0,172149641117847;-4,02458870030612
"1223";"BMP7";0,136951770973799;-4,49577780748521;0,0920422179379479;0,927522503858911;0,999809857860324;-4,59850210306742;0,167194708005037;2,08761209874269;0,661040002891572;0,516542519618549;0,658709113850711;-5,34434147422962
"1224";"BMP8A";-0,0626590855058297;0,172221176596245;-0,206850389009512;0,83808635454171;0,999809857860324;-4,6198095936066;0,634767939316843;4,86628506944804;7,51103150197586;4,28854583477978e-07;0,000145676218392507;6,64569588642833
"1225";"BMP8B";0,218134416513203;2,8147442365353;0,923460142557317;0,36608497284538;0,999809857860324;-4,6138332449756;0,209804255230807;3,83252515744135;1,62546071438974;0,120577718736279;0,257953426060449;-5,06803497374879
"1226";"BMPER";-0,445857376530463;2,3876966357765;-0,390525050216865;0,700016890914579;0,999809857860324;-4,65829722446712;-0,810334851779691;1,95440456149102;-1,91851320332727;0,0702360851143799;0,187695341212095;-4,08151828396308
"1227";"BMPR1A";-0,300474473926344;3,65173947137389;-1,25112462896124;0,224422897693163;0,999809857860324;-4,55435514423934;0,0136618815930625;4,3420505365223;0,145653192505956;0,88573311453545;0,931910293045699;-6,51466802982932
"1228";"BMPR1B";-2,79038200610989;-1,73986996125692;-1,74895108171477;0,0946607540462442;0,999809857860324;-4,58401732448248;-0,669028180938016;2,24566570189755;-2,82823989614169;0,0107590785746035;0,0589928940747515;-2,6376657590995
"1229";"BMPR2";0,0588323789026752;5,47020335376214;0,25923198372381;0,797938882517846;0,999809857860324;-4,76007027716827;-0,0310939183093577;5,43047538394526;-0,306833344945079;0,762315865839667;0,846450743241923;-6,75537451382357
"1230";"BMS1";-0,0398157223323938;6,18034710408435;-0,451380776098671;0,656265797683056;0,999809857860324;-4,74703418502491;-0,200028907384066;5,40988236609594;-1,65322778967835;0,114753513401776;0,250436484352305;-5,4636862915126
"1231";"BMS1P6";-0,128016815744703;2,53005619460397;-0,365020799331219;0,718686146769073;0,999809857860324;-4,65537885866112;-0,701124526162389;3,61267168481588;-3,86181163838959;0,00105458816464685;0,0134647892465607;-0,744819641571434
"1232";"BNC1";-1,26066468820253;-0,768779263239821;-0,835680639251654;0,41258774387453;0,999809857860324;-4,59838701760962;-1,45899724938416;1,81090408548582;-1,80158380877165;0,0875421073117545;0,213145092383838;-4,238587280023
"1233";"BNC2";0,00502062828661121;5,35414184718582;0,0225710831299122;0,982201993015908;0,999809857860324;-4,77047338234384;-0,085806090472893;3,34188598627116;-0,581229388121072;0,567934576627374;0,701152020537599;-5,95553405800614
"1234";"BNIP1";0,232778429137023;4,07763423370014;1,42240997723311;0,169351016846932;0,999809857860324;-4,49689339552818;-0,282169888065372;5,65783828237888;-3,03178779470236;0,00687469048564847;0,0443332624776699;-2,92610854875841
"1235";"BNIP2";0,170392634487603;6,46022892369372;0,980835219563931;0,337656495411764;0,999809857860324;-4,62987560298186;0,0677599884677562;6,78442600224064;0,784283224732463;0,442566655913072;0,594587673930166;-6,50461916949409
"1236";"BNIP3";-0,752002947331077;4,26343038626564;-0,86544668870271;0,396412672514943;0,999809857860324;-4,63637024439312;-0,406421759421333;3,9444193977415;-2,96830182772952;0,00791133648008057;0,0484050841612277;-2,71729771713864
"1237";"BNIP3L";-0,413552767527535;5,46905998219431;-1,15155537419057;0,262234245175237;0,999809857860324;-4,57522382358082;0,14761461248475;5,48420754889784;1,00309601958678;0,328450391600326;0,486719769829685;-6,28662463031197
"1238";"BNIPL";0,239076148137002;-0,344837273442918;0,516378915260282;0,610896063847848;0,999809857860324;-4,61067589285428;0,147002899020319;5,6388294872039;1,70589884658196;0,104361541585503;0,236905741019459;-5,40797768512831
"1239";"BOC";-1,48330890262306;2,23810013962257;-0,893561917315947;0,381516605019567;0,999809857860324;-4,60691835991586;-0,540134466710028;2,67274970087258;-1,78874442629418;0,0896526300623811;0,216613784555555;-4,42078993349196
"1240";"BOD1";-0,310697353257029;3,94620760829624;-1,07016387033251;0,296492992734533;0,999809857860324;-4,59253755562734;-0,0511532644864623;6,82061306297343;-0,500949041722131;0,622175136569036;0,743761110893679;-6,68725347489513
"1241";"BOD1L1";-0,0622502184114078;6,99978074744206;-0,219464119299979;0,828372739136536;0,999809857860324;-4,76746117316474;-0,048554362972526;4,80131936472726;-0,549296633370736;0,589216109747851;0,718465487338073;-6,53567747824671
"1242";"BOK";-0,113285895605282;4,01845822222399;-0,203848984990647;0,840401646442046;0,999809857860324;-4,71270751839765;-0,0853793348080596;3,68943852371835;-0,680735554953458;0,504271273236766;0,648841925777536;-6,05065284141707
"1243";"BOLA1";0,0232585442935749;2,94248255625647;0,14214966509187;0,888294407632124;0,999809857860324;-4,68047204532377;-0,0218149838190813;6,19282260010873;-0,238824768803378;0,813804869513271;0,883272895095651;-6,80587119998402
"1244";"BOLA3";0,0479105261791437;4,02009486031972;0,179089761717247;0,859555541599068;0,999809857860324;-4,71622288723618;0,344350484018149;6,44556813988485;4,2770566413711;0,000409133201535897;0,00741700404900756;-0,202201658196261
"1245";"BOLA3-AS1";-0,235348720810909;0,641824462353558;-0,828652923296738;0,416467044841527;0,999809857860324;-4,60417303300066;0,344350484018149;6,44556813988485;4,2770566413711;0,000409133201535897;0,00741700404900756;-0,202201658196261
"1246";"BOP1";0,0188287967672336;5,75765992595683;0,110791423078217;0,91281644193226;0,999809857860324;-4,77435965643078;-0,228550500283406;4,57019374663379;-2,78859437309032;0,0117295846331125;0,0622632856695973;-3,26239622200197
"1247";"BORA";0,120733850349177;3,11582474854375;0,53973970187072;0,594960698136005;0,999809857860324;-4,65782324145418;0,295809268579069;6,40741476749528;1,62110691536746;0,121513247310186;0,259217200073264;-5,55703098411965
"1248";"BPGM";0,0435126355570867;6,38502658415002;0,191524518912258;0,84992407106237;0,999809857860324;-4,7730716218327;0,183846464641572;5,77203036985619;1,86679666497214;0,0774786742713389;0,198602940486056;-5,16344120786725
"1249";"BPHL";-0,40068929447212;2,37630660113006;-2,02367310471126;0,0556962475834677;0,999809857860324;-4,44000026744727;0,0891899641756906;5,18818057383523;1,25187226436795;0,225846612457412;0,381735607033766;-5,98039564964635
"1250";"BPNT1";0,0997688495229427;4,61595445648689;0,730314626674017;0,473134605132362;0,999809857860324;-4,67591545151199;-0,206695984674212;5,03913417291918;-1,85349816801343;0,0794442333992969;0,201280617942108;-5,09738327192677
"1251";"BPTF";0,041624180110519;6,8270928597785;0,130583522537272;0,897327123365248;0,999809857860324;-4,77353548767364;0,0643826288424956;4,62699406999945;0,750470936229522;0,46218727070885;0,611922736777464;-6,331910349798
"1252";"BRAF";0,0833099848403087;5,33596619954627;0,319920655433365;0,752137539773112;0,999809857860324;-4,75380116272918;0,0485838820042837;4,42625245494853;0,36815878802371;0,716834666159888;0,813553271355527;-6,46377501902104
"1253";"BRAP";0,122240176599411;4,812244384308;1,39133830868113;0,178449330985113;0,999809857860324;-4,49812235167975;-0,000239599134735258;6,2939097400951;-0,00283099566544096;0,997770781522379;0,998863561834488;-6,83522556960314
"1254";"BRAT1";0,0573654243538924;5,91958699088363;0,44974141253492;0,657428863893398;0,999809857860324;-4,74638303247988;0,188794057352102;5,83392969034607;2,10982710201577;0,0483976615968565;0,150543211723497;-4,75293603547192
"1255";"BRCA1";0,139239160159243;6,11939038359895;0,708490737195503;0,486303333543253;0,999809857860324;-4,70023413867222;0,250454775166421;6,12485605576564;3,13624080527677;0,00544920090252524;0,0380189978336542;-2,72580211286533
"1256";"BRCA2";0,10036482579001;5,3374659385667;0,360321328632356;0,722146328721562;0,999809857860324;-4,75074589036185;-0,378686790654651;4,6446981697568;-3,82610920053829;0,00114405481605473;0,0138972345901969;-1,0454287003
"1257";"BRCC3";0,105731024534236;4,73901369027049;0,8073591213583;0,428361327758697;0,999809857860324;-4,6634549454543;0,427501029424632;6,10252830991155;4,82526714057146;0,000118367217114119;0,00361647316900307;1,01906873226492
"1258";"BRD1";-0,0404118942422729;6,08351809772399;-0,409691249395052;0,686113093823355;0,999809857860324;-4,75249321547841;0,198681633126923;3,5472543258338;1,25174263608558;0,225892821387648;0,381765023324515;-5,42038362136772
"1259";"BRD2";0,125426487907204;9,14056606051042;0,886889660628043;0,385018025238428;0,999809857860324;-4,64431360971742;-0,0698010575354511;6,11956335862247;-0,655010551020154;0,52033235334981;0,662313786471537;-6,61450909208306
"1260";"BRD3";-0,102105584268029;5,76726412726108;-1,12626026720996;0,272553604106725;0,999809857860324;-4,58426923110458;0,203299963426069;5,63917932365504;2,88910576926242;0,0094175286110418;0,0537485428460956;-3,22918579837425
"1261";"BRD4";0,0717321692258075;7,39048913178073;0,536789759583715;0,596961728900064;0,999809857860324;-4,7266557927676;-0,137294579724708;3,21373488052192;-0,830779016927794;0,416442054433439;0,571314577728415;-5,72862897269197
"1262";"BRD7";0,12112287683373;6,76056423264821;1,21424057477525;0,237913723455083;0,999809857860324;-4,55468253753975;0,347336905971019;5,25264588415664;4,12552190164188;0,000577841858926115;0,00917840753271148;-0,482725744362843
"1263";"BRD8";-0,147293699863556;5,70749494711457;-1,38507184387063;0,180330680512129;0,999809857860324;-4,49295674238959;0,106551469347609;5,29637731303267;1,4093294680431;0,174935311558101;0,325059393268905;-5,78736556798643
"1264";"BRD9";-0,00109680259082445;6,33158055478345;-0,0117412339888181;0,99074106850592;0,999809857860324;-4,77977578141047;-0,257640126604709;5,94814623775279;-2,65733382982516;0,0155757166585439;0,0746981274503618;-3,71395130161354
"1265";"BRE";0,00852698319325018;5,34276621170269;0,0865204667001878;0,931858832662152;0,999809857860324;-4,76906861895525;-0,177514239524299;3,50078182966196;-1,4665754004007;0,158888561282045;0,305948920692936;-5,15554482688233
"1266";"BRE-AS1";0,0847585009292589;0,976256016856886;0,220484001394596;0,827588550636953;0,999809857860324;-4,63581217679188;-0,0103725522294997;5,95837399549055;-0,105598092188176;0,91701087093166;0,95166365591488;-6,82629416829211
"1267";"BREA2";0,39574615051029;0,413409951545024;1,00035553696985;0,328339888383696;0,999809857860324;-4,5958075297277;-0,161631234356749;3,49167338736472;-0,559689652332899;0,582246136560437;0,712926586214929;-5,99041602686739
"1268";"BRF1";0,0812133424475912;5,55881094285479;0,851944707948838;0,403698351079417;0,999809857860324;-4,66337970199067;0,365562243584448;5,43817414281745;5,53587982252192;2,45844728406843e-05;0,00151670596776861;2,60756821520007
"1269";"BRF2";0,164462291592978;3,81120206144539;1,17310981714209;0,253671482196931;0,999809857860324;-4,56953623191017;0,267013766538395;5,47403205589568;2,99651092077873;0,00743328505942297;0,0464997484308278;-2,98655392122473
"1270";"BRI3";-0,0472273005745656;5,51828798440144;-0,0924494611103234;0,927202778216191;0,999809857860324;-4,76522499911982;0,0584010218598934;5,02123385563119;0,491026178122497;0,629045409768332;0,749083725418498;-6,6127910432926
"1271";"BRI3BP";0,123571710430118;3,50119451500706;0,526763527912471;0,603787222762031;0,999809857860324;-4,6798193011979;0,166570033865005;5,50806843408157;1,79121809811166;0,0892426013157028;0,215966727967;-5,26330536473246
"1272";"BRICD5";0,0381851242507016;2,62464231172409;0,132908133656609;0,895510504281098;0,999809857860324;-4,6771917357826;0,314213811632079;6,99757918580577;4,2626654683963;0,000422758762703534;0,00760156923192821;-0,216990490444087
"1273";"BRINP1";-1,32512156316765;-1,43476686748665;-0,82344972784906;0,419354018155186;0,999809857860324;-4,59842168235923;-0,138070185432753;1,04426600965641;-0,277205388642061;0,784623325884671;0,862140771269045;-5,26482868334251
"1274";"BRIP1";-0,0991401498332118;4,88360309618283;-0,376067508477395;0,710576959820595;0,999809857860324;-4,73634168529929;0,102016006851794;5,46584783682156;1,25227623236408;0,225702655698766;0,381616832070225;-6,01487511071356
"1275";"BRIX1";0,0413461329836284;4,8697362767159;0,286721091468748;0,777089368858602;0,999809857860324;-4,74180087715268;0,240715489141681;7,02567811950081;3,01314368045601;0,0071646430558938;0,0455333534425852;-2,96227740397257
"1276";"BRK1";-0,0183246911331914;6,54575213911413;-0,170326163680825;0,866357050008465;0,999809857860324;-4,77452693393213;-0,105254932747764;6,6460044536425;-1,1112405825033;0,280363678490451;0,43875297243338;-6,20108273237503
"1277";"BRMS1";0,0837304859024757;5,95110271213523;0,788291607815188;0,43918991670045;0,999809857860324;-4,68125510195297;-0,175210892916355;5,28228522467057;-2,28658521141593;0,0339006742071235;0,122224502377959;-4,3850449122757
"1278";"BRMS1L";0,0872066579641024;2,21937853184739;0,422304059578588;0,677024689767866;0,999809857860324;-4,64814205731363;0,0923912007737684;7,2731702166879;1,01834511669442;0,321338213251501;0,479888213592501;-6,27094809726774
"1279";"BROX";0,157171198324706;5,09638688782348;0,977568538319585;0,339233224699145;0,999809857860324;-4,62495993928255;-0,117246548583608;6,35745898811809;-0,985081270394149;0,3369936881264;0,495266891317542;-6,3390830569628
"1280";"BRPF1";-0,0456834256222072;6,32412094461594;-0,303715067656819;0,764284457962146;0,999809857860324;-4,76479850821099;0,0797455436679391;6,79896606971403;0,896856432514323;0,381046760913086;0,537242205189955;-6,40913885346764
"1281";"BRPF3";-0,0308963620284279;5,97862601080922;-0,193383781478755;0,848485981064367;0,999809857860324;-4,77318125854886;0,210844712692548;5,39882106426686;1,8091168581681;0,0863240912247082;0,21156305876125;-5,21484186150261
"1282";"BRSK1";-0,289585019154785;3,02918790273789;-0,836235619316756;0,412282375132464;0,999809857860324;-4,62752966212544;-0,0381020389045839;5,36201874322664;-0,506983709335384;0,618014200612747;0,7402967555964;-6,65854601294765
"1283";"BRWD1";0,00788482722996431;5,82605858207026;0,022789514334403;0,982029784222454;0,999809857860324;-4,77757363877799;0,147067480459248;5,66085831845713;1,39124486134161;0,180268452612586;0,331264465992773;-5,86241880709438
"1284";"BRWD3";-0,0307891234296438;4,80957032663012;-0,0750885669693283;0,940843241792101;0,999809857860324;-4,75392591042942;0,238019251295689;5,03494916652249;1,12254186524963;0,275652136171497;0,434078213093119;-6,07970155361576
"1285";"BSCL2";-0,0347900353880153;0,568560866091941;-0,157945501519238;0,87598377297438;0,999809857860324;-4,6255524875613;0,0497454160625974;5,34450627622069;0,660519104096908;0,516869321290435;0,659006631595104;-6,56169084275375
"1286";"BSDC1";0,00723393098886849;6,27352094066464;0,0795170422733187;0,937361847247916;0,999809857860324;-4,77882198916539;0,190071103549522;5,16072605402211;2,78033085066601;0,011942173374026;0,0629292600914748;-3,38851015417737
"1287";"BSG";-0,0898965915502608;8,53734575906512;-0,379675389584559;0,70793601153125;0,999809857860324;-4,73823024489243;-0,127086814951363;4,7452890398259;-1,4522763396298;0,162779765197564;0,310637214208562;-5,620963218825
"1288";"BSN";0,0625953964349163;-0,00571518104814732;0,119615130309369;0,905906231732897;0,999809857860324;-4,61601612820478;0,0637397903753563;5,77873620570281;0,882156007178841;0,388744094429832;0,544338266618063;-6,43202310120718
"1289";"BSPRY";0,0148501102477878;3,94550922299103;0,0845498621487344;0,933406915383236;0,999809857860324;-4,73037556564476;0,0714914055842186;4,91901942709485;0,833215894150804;0,415100450281338;0,570116041272021;-6,34883893580842
"1290";"BST1";-0,385862977208485;2,36796568520554;-0,30932231665063;0,760074317780339;0,999809857860324;-4,6471824480423;0,339711770544851;4,56600141172753;2,80795124410785;0,0112456993350647;0,0605773725894672;-3,1836518188803
"1291";"BST2";0,127789775816415;8,14701278744639;0,277142105885845;0,78433607678905;0,999809857860324;-4,75081619326722;0,105142880681343;5,32320392313516;0,787182397553086;0,44090858507249;0,593307400130478;-6,46372631609239
"1292";"BTAF1";-0,158014951610737;6,51250867966453;-0,463990686655142;0,647349551453218;0,999809857860324;-4,7448139265867;-0,160638736905832;4,88323322365474;-2,30876487710362;0,0323956720543803;0,118971711085911;-4,26310860764095
"1293";"BTBD1";0,104310622448206;6,11843988633866;1,09077833569223;0,287525753257217;0,999809857860324;-4,59601426755384;0,18287708899838;5,76450627892367;2,79059802860285;0,0116785865864804;0,0621010055627337;-3,44017433609526
"1294";"BTBD10";-0,0133182747268696;4,72635844631791;-0,0788646718052143;0,937874621872887;0,999809857860324;-4,74742418754812;0,175392489219897;5,75856230870091;2,12760250277252;0,0467186215429046;0,147718048492846;-4,71597773734717
"1295";"BTBD11";-0,45966240953319;3,23625232251184;-1,8363062843022;0,0802746922948451;0,999809857860324;-4,41616705848789;0,156761949974234;3,80637802795394;1,33089428149329;0,199014228650867;0,352738238673699;-5,43434726309054
"1296";"BTBD19";-0,850003357650187;1,08031101356218;-1,0108991883886;0,323382595259744;0,999809857860324;-4,59543415730024;0,139468443944635;6,17822131462274;1,85765052969655;0,0788258488432512;0,200380126434643;-5,18906331162663
"1297";"BTBD2";-0,0722432460305455;5,52996343919387;-0,31020335661332;0,759413486827246;0,999809857860324;-4,75480994823624;0,0439457289236915;3,44551417200581;0,239278340628521;0,813458279531672;0,88325667153647;-6,15965093782693
"1298";"BTBD3";-0,193039143615703;3,52709517082615;-0,531555061104673;0,600520631143454;0,999809857860324;-4,67403401012319;-0,719071301076655;3,35047128868028;-2,65790567986672;0,0155566130659245;0,0746567814668425;-3,17506475707967
"1299";"BTBD6";0,0630957449404166;6,30170680560792;0,486804335894843;0,631356144645811;0,999809857860324;-4,74180064459761;0,0534220007749484;6,24618760580559;0,533849368218337;0,599651919716875;0,726227930605566;-6,68835218517759
"1300";"BTBD7";-0,139467621636049;5,16703725296028;-0,774657084603732;0,447035443068146;0,999809857860324;-4,67699787855189;-0,134520999172665;4,65329320429854;-1,62855506795573;0,119916523544089;0,257251862233941;-5,3635785816286
"1301";"BTBD9";-0,116290376519715;4,31355154796614;-0,762416120511575;0,454151373678327;0,999809857860324;-4,66053436497419;-0,429982166996771;3,84920814334363;-3,81829908386982;0,00116461310216654;0,0140983691723845;-0,864852354707286
"1302";"BTC";-1,05513519236737;-0,508285351652331;-0,670311700197709;0,509843916345691;0,999809857860324;-4,60279038355984;-0,485278881786854;1,5717607252731;-0,978648365268068;0,34008153055808;0,498047782240679;-5,08553670005671
"1303";"BTD";-0,191353210139394;3,51688120848701;-1,06795214566615;0,297466874600456;0,999809857860324;-4,59237149933255;0,187313864711907;5,47605682553068;2,47005494881761;0,0231803591225724;0,0963223353134571;-4,05487698098861
"1304";"BTF3";0,0117109599876519;7,8922136806945;0,0921524918142472;0,927435926861346;0,999809857860324;-4,76514557021624;-0,25617040149285;5,71527723414217;-2,22311419976666;0,0385710368382179;0,132119039316816;-4,54019573902406
"1305";"BTF3L4";-0,0685028936854364;4,80013695023833;-0,529979702776396;0,601593675161892;0,999809857860324;-4,70979517267541;0,0939088272665858;5,80765753748079;1,31029400627292;0,205754910647643;0,359576889034876;-5,97415528629324
"1306";"BTG1";0,306345055119492;8,14197442343593;1,47943721313082;0,153625335582481;0,999809857860324;-4,46343467524446;-0,0672364703272592;5,59323863649058;-0,751413919276952;0,46163304700558;0,611419275955997;-6,52384056827829
