"";"x"
"1163";"XKR3"
"1164";"LOC102723967"
"1165";"FIBIN"
"1166";"LOC105370607"
"1167";"IFNGR2"
"1168";"HNMT"
"1169";"LOC101929352"
"1170";"LOC102723622"
"1171";"LOC105372044"
"1172";"LOC105374169"
"1173";"LOC105379096"
"1174";"C9orf92"
"1175";"LOC105376407"
"1176";"LOC102723525"
"1177";"OR8A1"
"1178";"KIAA1598"
"1179";"NGF"
"1180";"KCNG2"
"1181";"LOC105377869"
"1182";"LOC105378386"
"1183";"SEMA3A"
"1184";"LINC01317"
"1185";"LOC153910"
"1186";"UBE2U"
"1187";"TUNAR"
"1188";"FHOD3"
"1189";"GPRC5D"
"1190";"LOC101927916"
"1191";"PHEX"
"1192";"LOC105373464"
"1193";"LOC105376241"
"1194";"LOC105373786"
"1195";"TFPI"
"1196";"LOC101928272"
"1197";"ANKFN1"
"1198";"LOC105374511"
"1199";"LOC105376664"
"1200";"LOC105378813"
"1201";"LOC105374650"
"1202";"SERPINA5"
"1203";"LOC105379082"
"1204";"LOC105370881"
"1205";"TUBB3P2"
"1206";"RNA5SP339"
"1207";"C1orf87"
"1208";"SEMA3C"
"1209";"PDZRN3-AS1"
"1210";"DGAT2L6"
"1211";"MIR548G"
"1212";"LOC105378326"
"1213";"FAM189A2"
"1214";"LOC105375647"
"1215";"LOC105373690"
"1216";"IL13RA1"
"1217";"LOC101926953"
"1218";"LOC101927823"
"1219";"MIR3129"
"1220";"S100G"
"1221";"LOC105369702"
"1222";"LOC101929258"
"1223";"PSKH2"
"1224";"LOC105379224"
"1225";"LINC01100"
"1226";"LOC105374314"
"1227";"LOC100507065"
"1228";"IGFBP1"
"1229";"DGKI"
"1230";"GULP1"
"1231";"MIR561"
"1232";"CCDC26"
"1233";"LINC00673"
"1234";"LOC101929307"
"1235";"LOC101929284"
"1236";"LOC105372982"
"1237";"GAS6"
"1238";"LOC105370181"
"1239";"KRT23"
"1240";"LOC105375093"
"1241";"LYPD6"
"1242";"CADPS2"
"1243";"LOC105369800"
"1244";"LOC105369799"
"1245";"RNA5SP22"
"1246";"LOC105378319"
"1247";"LOC105373451"
"1248";"HMCN1"
"1249";"LOC101928516"
"1250";"LOC105376535"
"1251";"LOC105372424"
"1252";"LOC105374955"
"1253";"LOC105375821"
"1254";"LOC101927057"
"1255";"LOC105375459"
"1256";"MASP1"
"1257";"ITIH4-AS1"
"1258";"LOC101928418"
"1259";"LOC105369801"
"1260";"LOC105377528"
"1261";"LOC105379300"
"1262";"SACS-AS1"
"1263";"LOC101928047"
"1264";"LOC101929694"
"1265";"LOC105373803"
"1266";"LOC105369194"
"1267";"RNA5SP321"
"1268";"SULT1C2"
"1269";"LOC105372879"
"1270";"RSL24D1P11"
"1271";"CACNB2"
"1272";"MAP1B"
"1273";"RGS13"
"1274";"TMEM81"
"1275";"LOC105374121"
"1276";"SOX5"
"1277";"LOC105377858"
"1278";"LOC105369864"
"1279";"LOC105370065"
"1280";"GRB14"
"1281";"LOC105372181"
"1282";"LOC103021296"
"1283";"LOC102723768"
"1284";"TRV-TAC3-1"
"1285";"NYAP2"
"1286";"DAW1"
"1287";"LOC105375463"
"1288";"PTX3"
"1289";"LOC105378822"
"1290";"DDAH1"
"1291";"LOC101927367"
"1292";"SULT1C2P1"
"1293";"LOC105370530"
"1294";"LOC101927896"
"1295";"TM4SF1"
"1296";"ZFHX4"
"1297";"LOC105372142"
"1298";"ABCA13"
"1299";"LOC105376219"
"1300";"LOC105373529"
"1301";"LOC105369686"
"1302";"LOC105369687"
"1303";"TBX15"
"1304";"LOC101927568"
"1305";"WLS"
"1306";"LOC105377013"
"1307";"IGIP"
"1308";"CALD1"
"1309";"HTRA1"
"1310";"CRYAB"
"1311";"HSPB2"
"1312";"LOC102724000"
"1313";"BIRC7"
"1314";"MIR3196"
"1315";"NKAIN4"
"1316";"CAPNS2"
"1317";"RNA5SP280"
"1318";"LOC105378655"
"1319";"LOC105378654"
"1320";"LOC105370052"
"1321";"LOC105379006"
"1322";"LOC105377054"
"1323";"LOC100996324"
"1324";"DCLK2"
"1325";"LOC105372924"
"1326";"LOC146795"
"1327";"INSC"
"1328";"VAC14-AS1"
"1329";"LOC105372085"
"1330";"LOC105376152"
"1331";"LOC441728"
"1332";"FAM3D"
"1333";"LINC00472"
"1334";"LOC105377508"
"1335";"GLIS3"
"1336";"LOC105369187"
"1337";"LOC105379301"
"1338";"LOC102723548"
"1339";"LOC105372463"
"1340";"LOC105369203"
"1341";"AKR7L"
"1342";"LOC101928277"
"1343";"LOC105372145"
"1344";"LINC01355"
"1345";"LOC105378931"
"1346";"SEMA3D"
"1347";"CTB-113P19.1"
"1348";"LOC105373948"
"1349";"PCDH18"
"1350";"LOC101927235"
"1351";"LOC105377629"
"1352";"LOC105374697"
"1353";"MMP2"
"1354";"TRL-CAA3-1"
"1355";"LOC105371777"
"1356";"TMEM212-AS1"
"1357";"LOC105371393"
"1358";"LOC101927486"
"1359";"LOC105373473"
"1360";"ST8SIA2"
"1361";"INPP4B"
"1362";"LOC105370003"
"1363";"MIR6827"
"1364";"RPTN"
"1365";"LOC105374810"
"1366";"SLC25A21"
"1367";"LOC105370756"
"1368";"LOC105374171"
"1369";"DCSTAMP"
"1370";"LOC105373682"
"1371";"LOC101928632"
"1372";"MIR4472-2"
"1373";"LOC644762"
"1374";"LINC01331"
"1375";"CACNA1C-AS4"
"1376";"LOC105373220"
"1377";"LOC105375914"
"1378";"LOC102723313"
"1379";"PSD3"
"1380";"LOC102724800"
"1381";"LOC101927630"
"1382";"LOC102724344"
"1383";"LINC00632"
"1384";"XG"
"1385";"LINC00907"
"1386";"LOC389602"
"1387";"SPOCK1"
"1388";"LOC105374971"
"1389";"MIR133B"
"1390";"LOC100287413"
"1391";"LOC105376268"
"1392";"FAT1"
"1393";"LOC101928351"
"1394";"LOC101929395"
"1395";"LOC105372519"
"1396";"SLC39A12"
"1397";"LOC101927118"
"1398";"FABP12"
"1399";"MIR6810"
"1400";"LOC105378085"
"1401";"LOC401281"
"1402";"LOC100506178"
"1403";"ACAN"
"1404";"LOC105371610"
"1405";"LOC102724849"
"1406";"LOC105378316"
"1407";"LOC105371340"
"1408";"BMPER"
"1409";"LOC105369454"
"1410";"ADGRF4"
"1411";"HSD11B1"
"1412";"LOC105377554"
"1413";"LINC01279"
"1414";"LOC105375657"
"1415";"LRRC7"
"1416";"CXCL5"
"1417";"LOC105377274"
"1418";"KRT31"
"1419";"LOC100505782"
"1420";"NREP-AS1"
"1421";"LOC101927888"
"1422";"LOC105377488"
"1423";"TMEM100"
"1424";"SPAG17"
"1425";"KIAA1755"
"1426";"GFRA1"
"1427";"LOC100287792"
"1428";"LOC105377998"
"1429";"LOC100130345"
"1430";"LOC105372200"
"1431";"LOC105375043"
"1432";"LOC105378369"
"1433";"LOC105371132"
"1434";"SNTG1"
"1435";"LNX1"
"1436";"LOC101927189"
"1437";"LOC105377574"
"1438";"LOC105375762"
"1439";"LOC105374029"
"1440";"LRRC4C"
"1441";"CLEC18A"
"1442";"LOC105371326"
"1443";"LOC105375081"
"1444";"ASTN2-AS1"
"1445";"OSMR"
"1446";"TJP1"
"1447";"LOC102724442"
"1448";"ZIM2"
"1449";"PEG3"
"1450";"MIMT1"
"1451";"WDFY3-AS2"
"1452";"COL21A1"
"1453";"LOC101928249"
"1454";"LOC105376206"
"1455";"ANGPT1"
"1456";"SEMA5A"
"1457";"LOC105375713"
"1458";"PPP1R3C"
"1459";"PDZRN3"
"1460";"PDLIM4"
"1461";"LOC105378718"
"1462";"MIR4748"
"1463";"LOC105375633"
"1464";"LOC101928004"
"1465";"LOC105376229"
"1466";"LOC105371459"
"1467";"LOC105374600"
"1468";"LOC105374601"
"1469";"NBAT1"
"1470";"LOC105374969"
"1471";"LOC105378088"
"1472";"ANTXR1"
"1473";"ANKRD1"
"1474";"LOC105377447"
"1475";"LOC105370809"
"1476";"EFCAB1"
"1477";"LOC105378810"
"1478";"LOC105378811"
"1479";"LOC101928929"
"1480";"LOC105373877"
"1481";"LOC105369219"
"1482";"LOC105375948"
"1483";"ATP10B"
"1484";"LOC105369314"
"1485";"LOC105376568"
"1486";"LOC105378012"
"1487";"LOC101928326"
"1488";"KRT33B"
"1489";"MACC1"
"1490";"LINC01151"
"1491";"LOC105374065"
"1492";"NPBWR1"
"1493";"PDPN"
"1494";"LOC105374679"
"1495";"CNKSR3"
"1496";"ALDH1L1"
"1497";"C8orf86"
"1498";"LOC101929521"
"1499";"LOC105370769"
"1500";"LOC101929476"
"1501";"MIR8058"
"1502";"LOC105376207"
"1503";"LOC101928882"
"1504";"LOC105374240"
"1505";"SLC16A12"
"1506";"KCNJ6"
"1507";"LOC105371817"
"1508";"LINC01121"
"1509";"LOC105371392"
"1510";"LOC105375873"
"1511";"LOC105371625"
"1512";"LOC105374578"
"1513";"LOC105377604"
"1514";"LOC105374260"
"1515";"TRX-CAT1-6"
"1516";"TRK-TTT6-1"
"1517";"LOC105373784"
"1518";"NUCB1-AS1"
"1519";"LOC105371315"
"1520";"MIR4709"
"1521";"TRD-GTC3-1"
"1522";"TRK-TTT4-1"
"1523";"TRX-CAT1-7"
"1524";"LOC105375264"
"1525";"SMCO2"
"1526";"LOC100128317"
"1527";"LOC100287387"
"1528";"AMOTL2"
"1529";"LOC105377855"
"1530";"LINC01186"
"1531";"LOC105369530"
"1532";"LOC105377196"
"1533";"TM4SF1-AS1"
"1534";"LOC105378057"
"1535";"CADPS"
"1536";"EGFR"
"1537";"ST6GALNAC5"
"1538";"FAM20A"
"1539";"SLC10A6"
"1540";"LOC105375985"
"1541";"LOC105375984"
"1542";"LOC105371886"
"1543";"RNA5SP152"
"1544";"SMOC1"
"1545";"LINC01141"
"1546";"LPAR1"
"1547";"LINC01010"
"1548";"BACE1-AS"
"1549";"LINC01370"
"1550";"LINC01450"
"1551";"LOC105374960"
"1552";"COL3A1"
"1553";"LOC105379176"
"1554";"MIR99A"
"1555";"MIRLET7C"
"1556";"LOC339593"
"1557";"ADAMTSL1"
"1558";"LOC105373710"
"1559";"LOC105373709"
"1560";"LOC105369489"
"1561";"LPPR5"
"1562";"LINC01094"
"1563";"LOC105372866"
"1564";"LOC105377189"
"1565";"LURAP1L-AS1"
"1566";"LURAP1L"
"1567";"LOC105371796"
"1568";"LOC105369624"
"1569";"LOC105377289"
"1570";"LOC101928231"
"1571";"RALYL"
"1572";"LOC105374077"
"1573";"NPAS3"
"1574";"KRT34"
"1575";"LOC105377925"
"1576";"MUSK"
"1577";"RBMS3"
"1578";"ZNF860"
"1579";"MIR6131"
"1580";"PCAT2"
"1581";"PRNCR1"
"1582";"LOC105369577"
"1583";"LOC105370893"
"1584";"LOC101927864"
"1585";"LOC105374776"
"1586";"TRL-CAA2-1"
"1587";"LOC105373452"
"1588";"LOC105373954"
"1589";"LOC100507516"
"1590";"ZNF214"
"1591";"GAS6-AS1"
"1592";"TMPRSS5"
"1593";"PDE10A"
"1594";"CFTR"
"1595";"PLCE1"
"1596";"LOC105377569"
"1597";"LOC105369921"
"1598";"LOC105372150"
"1599";"LOC105370546"
"1600";"PTCHD1-AS"
"1601";"PIPOX"
"1602";"LOC101928919"
"1603";"LOC105372978"
"1604";"LOC105378502"
"1605";"LOC105374326"
"1606";"LOC105377097"
"1607";"GFRA2"
"1608";"LOC105377454"
"1609";"LOC102723839"
"1610";"TRI-TAT2-3"
"1611";"LOC105374763"
"1612";"LOC101930149"
"1613";"LOC105377314"
"1614";"LOC105374977"
"1615";"PART1"
"1616";"TNFSF15"
"1617";"ISLR"
"1618";"LOC105379297"
"1619";"DHX32"
"1620";"PDE1C"
"1621";"LOC105371604"
"1622";"LOC105372813"
"1623";"ZNF366"
"1624";"TRPC4"
"1625";"LOC105373813"
"1626";"SLC8A1"
"1627";"LINC00511"
"1628";"C8orf34"
"1629";"LOC105376967"
"1630";"LOC105376966"
"1631";"LOC105371757"
"1632";"LOC105377123"
"1633";"LOC100130111"
"1634";"TRG-GCC2-3"
"1635";"TRA-CGC2-1"
"1636";"LARS2-AS1"
"1637";"COL5A2"
"1638";"LOC101929236"
"1639";"RNA5SP189"
"1640";"LOC105373640"
"1641";"ZFPM2-AS1"
"1642";"LOC102659288"
"1643";"LOC105374119"
"1644";"LOC105374118"
"1645";"LOC102724719"
"1646";"LOC105375415"
"1647";"LOC105376130"
"1648";"MYBPH"
"1649";"CHI3L1"
"1650";"LOC105375746"
"1651";"C6orf10"
"1652";"PCDH10"
"1653";"MIRLET7A2"
"1654";"LIMCH1"
"1655";"FAM83B"
"1656";"LOC105375980"
"1657";"LOC105376217"
"1658";"PRKCDBP"
"1659";"LOC105373570"
"1660";"LOC105369795"
"1661";"IQCJ"
"1662";"MIR6083"
"1663";"HECW1"
"1664";"LOC105369474"
"1665";"LOC105370134"
"1666";"XDH"
"1667";"FAP"
"1668";"LOC105377880"
"1669";"KRT32"
"1670";"LOC100505841"
"1671";"PSG8"
"1672";"ERBB4"
"1673";"MIR5006"
"1674";"ENO4"
"1675";"LOC105379306"
"1676";"LOC105372926"
"1677";"LAMB1"
"1678";"GLI2"
"1679";"LOC105378772"
"1680";"SEMA6D"
"1681";"LOC105374532"
"1682";"LOC105374811"
"1683";"LOC105376444"
"1684";"APCDD1L-AS1"
"1685";"LOC105371767"
"1686";"MFAP2"
"1687";"LOC105376806"
"1688";"LOC101927880"
"1689";"MIR4296"
"1690";"LOC102800447"
"1691";"SHANK2"
"1692";"GALNT5"
"1693";"APCDD1L"
"1694";"HHIPL2"
"1695";"WDFY3"
"1696";"LOC105376863"
"1697";"LOC101928589"
"1698";"MIR4435-2"
"1699";"CXCL2"
"1700";"MAMDC2"
"1701";"LOC102723886"
"1702";"LINC01487"
"1703";"LOC105377290"
"1704";"ARHGAP24"
"1705";"STRA6"
"1706";"LOC105373505"
"1707";"LOC105374008"
"1708";"LOC105373454"
"1709";"LOC105373502"
"1710";"LOC105374660"
"1711";"CYYR1"
"1712";"WNT2"
"1713";"MIR5191"
"1714";"LOC101929319"
"1715";"LOC101927878"
"1716";"LOC105370540"
"1717";"LOC105372031"
"1718";"LINC01428"
"1719";"NCKAP5"
"1720";"LOC105369706"
"1721";"TRM-CAT4-3"
"1722";"TRM-CAT4-2"
"1723";"LOC101927961"
"1724";"NMNAT2"
"1725";"LOC105369810"
"1726";"FGF7"
"1727";"LOC105375622"
"1728";"LOC101929558"
"1729";"FAM183CP"
"1730";"MIR3148"
"1731";"LOC105369912"
"1732";"C11orf87"
"1733";"LOC101929460"
"1734";"LOC102723576"
"1735";"LOC105377142"
"1736";"LOC105377143"
"1737";"LOC105373545"
"1738";"SYT1"
"1739";"LOC105376574"
"1740";"TMEM212"
"1741";"IDO1"
"1742";"LOC105378764"
"1743";"LOC101928389"
"1744";"LOC101927670"
"1745";"FJX1"
"1746";"TGM4"
"1747";"LOC105378183"
"1748";"MIR4764"
"1749";"CLIC2"
"1750";"LOC101929028"
"1751";"TMTC1"
"1752";"OVAAL"
"1753";"LOC105370221"
"1754";"ADH7"
"1755";"RAI2"
"1756";"LOC105369911"
"1757";"LOC105378899"
"1758";"LOC105378898"
"1759";"EVC"
"1760";"B4GALNT2"
"1761";"LOC105369882"
"1762";"GADD45AP1"
"1763";"KRTAP26-1"
"1764";"KRTAP27-1"
"1765";"LOC105371669"
"1766";"MIR4287"
"1767";"LOC105378771"
"1768";"BNC1"
"1769";"LOC105370932"
"1770";"LOC105375904"
"1771";"LOC101929268"
"1772";"LOC105374586"
"1773";"LOC105378863"
"1774";"LOC100507537"
"1775";"LOC105375588"
"1776";"LOC105375589"
"1777";"GUCA1B"
"1778";"LOC105379033"
"1779";"LOC105371978"
"1780";"NRP2"
"1781";"EPHA3"
"1782";"LOC102724624"
"1783";"LINC00942"
"1784";"LOC100289650"
"1785";"LOC105378006"
"1786";"COL8A1"
"1787";"CGNL1"
"1788";"LOC105370436"
"1789";"PXDN"
"1790";"ANKRD30BP3"
"1791";"MIR3156-1"
"1792";"NFIA-AS1"
"1793";"LOC105369217"
"1794";"MIR2114"
"1795";"LOC105371875"
"1796";"LOC105371874"
"1797";"LOC105378181"
"1798";"LOC105373841"
"1799";"LOC105369867"
"1800";"NPNT"
"1801";"PARVA"
"1802";"LOC105376027"
"1803";"HRCT1"
"1804";"LINC00961"
"1805";"C19orf33"
"1806";"LOC102723345"
"1807";"LOC101927686"
"1808";"LOC105374800"
"1809";"LOC105371579"
"1810";"TM4SF18"
"1811";"SLC7A14"
"1812";"LOC105370885"
"1813";"AKR1D1"
"1814";"MIR4468"
"1815";"C7"
"1816";"LOC105370777"
"1817";"KIAA1217"
"1818";"ABI3BP"
"1819";"SHROOM4"
"1820";"CXCL9"
"1821";"CXCL10"
"1822";"NKX6-1"
"1823";"LOC105373869"
"1824";"LOC105375840"
"1825";"FAM180A"
"1826";"RNA5SP224"
"1827";"DAPK1"
"1828";"GSDMC"
"1829";"LOC105374494"
"1830";"LOC105370531"
"1831";"ADGRL2"
"1832";"EFEMP1"
"1833";"LOC285000"
"1834";"AKR1C1"
"1835";"AKR1C2"
"1836";"LOC102724861"
"1837";"S100A14"
"1838";"IGLV7-43"
"1839";"LOC101929255"
"1840";"LOC105369730"
"1841";"LY96"
"1842";"FCRLA"
"1843";"LOC105376551"
"1844";"C11orf70"
"1845";"CASQ2"
"1846";"ITPRIPL2"
"1847";"SNORA80A"
"1848";"NAV3"
"1849";"GRIK2"
"1850";"LOC101928877"
"1851";"PTPN3"
"1852";"LOC105376097"
"1853";"LOC105377462"
"1854";"ADAM32"
"1855";"SEMA3E"
"1856";"LOC105375378"
"1857";"LOC105377161"
"1858";"RNF180"
"1859";"MIR4803"
"1860";"C11orf86"
"1861";"MIR1262"
"1862";"LINC01118"
"1863";"LOC102724737"
"1864";"MIR3660"
"1865";"IGSF11-AS1"
"1866";"LOC105375662"
"1867";"LOC105373175"
"1868";"NTM"
"1869";"SLC25A18"
"1870";"LOC105372850"
"1871";"LOC101929372"
"1872";"LOC103191607"
"1873";"LOC105370207"
"1874";"MIR3978"
"1875";"OPN1SW"
"1876";"LINC01592"
"1877";"LOC105378279"
"1878";"TRPM6"
"1879";"KRTAP4-6"
"1880";"KRTAP4-5"
"1881";"LOC105377503"
"1882";"LOC105376455"
"1883";"NAMA"
"1884";"LOC105371274"
"1885";"LOC105378368"
"1886";"MIR5584"
"1887";"LOC105372956"
"1888";"ASB5"
"1889";"TRT-TGT1-1"
"1890";"TRL-AAG4-1"
"1891";"LINC01046"
"1892";"TM4SF20"
"1893";"ZNF454"
"1894";"LOC105375379"
"1895";"LOC105371378"
"1896";"F2"
"1897";"SMOC2"
"1898";"KIF25"
"1899";"LOC105377940"
"1900";"MIR6818"
"1901";"LOC101927834"
"1902";"LOC105372152"
"1903";"LOC105370186"
"1904";"LOC105376356"
"1905";"LOC100652768"
"1906";"TAGLN"
"1907";"LOC101927998"
"1908";"LOC102723876"
"1909";"MIR1252"
"1910";"ACSS3"
"1911";"LOC105372548"
"1912";"LOC105371314"
"1913";"PPAP2B"
"1914";"COLEC10"
"1915";"LOC105371543"
"1916";"FBXL7"
"1917";"NPR3"
"1918";"LOC105378929"
"1919";"LOC101929427"
"1920";"LOC100506314"
"1921";"LOC101928304"
"1922";"LOC105378449"
"1923";"PSG4"
"1924";"ADCY8"
"1925";"LOC105375761"
"1926";"SERPING1"
"1927";"SLIT2-IT1"
"1928";"LOC105372058"
"1929";"TMEM47"
"1930";"LOC105372148"
"1931";"MAMDC2-AS1"
"1932";"VSNL1"
"1933";"LOC349160"
"1934";"LOC101927529"
"1935";"PTPRG"
"1936";"LOC105371857"
"1937";"LOC105369715"
"1938";"LOC105375069"
"1939";"LOC285857"
"1940";"LOC105371338"
"1941";"LOC105372518"
"1942";"MIR100HG"
"1943";"LOC105369558"
"1944";"LOC105377157"
"1945";"LOC105372062"
"1946";"LOC105373684"
"1947";"LOC101928453"
"1948";"LOC105376424"
"1949";"NALCN"
"1950";"LOC100506532"
"1951";"LOC401177"
"1952";"LOC105369159"
"1953";"MIR99AHG"
"1954";"LOC105374170"
"1955";"FAM25A"
"1956";"LOC105373893"
"1957";"PSG7"
"1958";"LOC642776"
"1959";"FREM3"
"1960";"LOC105372812"
"1961";"LOC105379385"
"1962";"LOC101928748"
"1963";"SLC8A1-AS1"
"1964";"RBM22P1"
"1965";"LYVE1"
"1966";"LOC101929130"
"1967";"AGXT2"
"1968";"LOC101927697"
"1969";"LOC105372656"
"1970";"LOC105372614"
"1971";"LOC255187"
"1972";"STARD13-AS"
"1973";"LOC105375965"
"1974";"KCNJ16"
"1975";"LOC105375266"
"1976";"LOC497256"
"1977";"MIR6854"
"1978";"RBM5-AS1"
"1979";"LOC105373953"
"1980";"LOC101927355"
"1981";"PLCD4"
"1982";"ARNTL2-AS1"
"1983";"LOC105372693"
"1984";"LOC105375175"
"1985";"MIR6073"
"1986";"LOC105372659"
"1987";"GPR1"
"1988";"RNA5SP160"
"1989";"LOC105377597"
"1990";"RELN"
"1991";"LINC01413"
"1992";"LOC105369483"
"1993";"OSMR-AS1"
"1994";"LOC101929316"
"1995";"LOC105374091"
"1996";"MIR4424"
"1997";"PLET1"
"1998";"MIR2116"
"1999";"RND3"
"2000";"LOC105370496"
"2001";"LOC105378222"
"2002";"MIR584"
"2003";"LOC105377272"
"2004";"LOC105372160"
"2005";"LOC105377952"
"2006";"LOC105377956"
"2007";"LOC105373581"
"2008";"TRG-GCC5-1"
"2009";"CCDC185"
"2010";"LINC00525"
"2011";"LOC105374087"
"2012";"LOC105374410"
"2013";"EDNRA"
"2014";"LY6K"
"2015";"HSD17B2"
"2016";"LOC105370442"
"2017";"BBOX1-AS1"
"2018";"SELENBP1"
"2019";"LOC105374067"
"2020";"LOC105374357"
"2021";"LINC00174"
"2022";"MIR548Q"
"2023";"LOC102467216"
"2024";"FER1L6-AS2"
"2025";"C7orf69"
"2026";"DCLK1"
"2027";"LOC105377324"
"2028";"LOC105373932"
"2029";"LOC105379188"
"2030";"LAMC2"
"2031";"LINC00601"
"2032";"LOC728158"
"2033";"KIRREL3-AS3"
"2034";"LOC102724749"
"2035";"LOC105374976"
"2036";"LOC105370779"
"2037";"LOC101060542"
"2038";"LOC105374057"
"2039";"LOC105376127"
"2040";"LOC105376222"
"2041";"DEC1"
"2042";"TNNT2"
"2043";"LOC105375254"
"2044";"LOC101928868"
"2045";"GIMD1"
"2046";"LOC105371024"
"2047";"LOC105372057"
"2048";"DIO2-AS1"
"2049";"THY1"
"2050";"SIRPA"
"2051";"LOC100506272"
"2052";"ASPN"
"2053";"LEMD1-AS1"
"2054";"LOC105371698"
"2055";"LOC392352"
"2056";"LOC105375672"
"2057";"LOC105375632"
"2058";"LOC105374319"
"2059";"LOC105376092"
"2060";"IGFL1"
"2061";"LOC105371310"
"2062";"LOC105373508"
"2063";"LOX"
"2064";"FBN1"
"2065";"DIRAS1"
"2066";"LINC01133"
"2067";"C20orf187"
"2068";"HAS2"
"2069";"HAS2-AS1"
"2070";"STC1"
"2071";"CAP2"
"2072";"LOC105375521"
"2073";"LOC105372698"
"2074";"LOC105375284"
"2075";"LOC101929534"
"2076";"PRIMA1"
"2077";"LOC105376600"
"2078";"TACC2"
"2079";"GSTM1"
"2080";"LOC102724654"
"2081";"LINC00112"
"2082";"MIR4289"
"2083";"LOC285423"
"2084";"KCNG4"
"2085";"LOC105375234"
"2086";"LOC101929084"
"2087";"P3H2"
"2088";"MAGI2-AS3"
"2089";"LOC105370683"
"2090";"TNFAIP2"
"2091";"LOC105374906"
"2092";"SNHG18"
"2093";"SNORD123"
"2094";"UGGT2"
"2095";"LOC105375061"
"2096";"MLIP"
"2097";"LOC105369149"
"2098";"LOC105377679"
"2099";"RUNX1T1"
"2100";"MGC27382"
"2101";"DOK5"
"2102";"LOC105373852"
"2103";"VEPH1"
"2104";"LOC105376296"
"2105";"RNA5SP499"
"2106";"RNY4P8"
"2107";"SLC2A5"
"2108";"LOC105375732"
"2109";"LOC101926942"
"2110";"LOC102724175"
"2111";"LINC00671"
"2112";"LOC101928879"
"2113";"LNX1-AS2"
"2114";"MIR4261"
"2115";"LOC105373424"
"2116";"NLRP14"
"2117";"DIO2"
"2118";"LRRC17"
"2119";"LOC101928855"
"2120";"LOC105376194"
"2121";"LOC105370195"
"2122";"SLC38A4"
"2123";"PAPPA2"
"2124";"KCNMA1-AS2"
"2125";"MIR297"
"2126";"RNU105C"
