"";"genes";"logFC.RNA";"AveExpr.RNA";"t.RNA";"P.Value.RNA";"adj.P.Val.RNA";"B.RNA";"logFC.ATAC";"AveExpr.ATAC";"t.ATAC";"P.Value.ATAC";"adj.P.Val.ATAC";"B.ATAC"
"69";"ABHD5";-0,0413004322231956;4,60941787532431;-0,205831090624218;0,838872477010938;0,999718359855294;-4,74182209932681;-0,102982625801654;5,05445579029026;-1,222118537615;0,236645232906384;0,350787365749873;-6,11452899013938
"70";"ABHD6";-0,200695059729874;2,65184665072173;-1,1372893789169;0,268018103377981;0,999718359855294;-4,58067893373235;0,0625111223440626;4,98514119329975;0,450199202296127;0,657674059801166;0,748253195675481;-6,72875871623718
"71";"ABHD8";-0,107172485718435;3,74943365431437;-0,504808495038985;0,61886318023409;0,999718359855294;-4,68587465280232;0,185371067429131;6,37599815447804;2,87467796575895;0,00972017367049981;0,043128930598756;-3,33685895162663
"72";"ABI1";0,0807761688916528;6,29672937288978;0,637342981719476;0,53067604495475;0,999718359855294;-4,71516995917849;0,160623660436874;5,30217819636523;1,75741873255745;0,0949884055020295;0,179521591682814;-5,39899606868244
"73";"ABI2";-0,0581937292924248;5,82990202404623;-0,504244010882189;0,619253112294462;0,999718359855294;-4,73677635075597;-0,386626971748371;2,74389814190194;-1,38801099137414;0,181235741239415;0,286364241823215;-5,09767653357389
"74";"ABI3";-0,112945234904369;6,59117754908365;-0,486693216477594;0,631433606416318;0,999718359855294;-4,7406321080196;0,199077207903618;5,31983863263512;1,91704383358972;0,0704332919599168;0,146369590441357;-5,13867469611925
"75";"ABI3BP";-1,06910496952816;7,68262619531757;-0,730585228090669;0,472972650995394;0,999718359855294;-4,6901500990677;-1,11218129300278;1,45484675482764;-2,2112439717739;0,0395075068092378;0,10220908854649;-3,62301153747441
"76";"ABL1";0,0985043121985552;6,98347816077091;0,26826031390594;0,791073310439522;0,999718359855294;-4,7642445030756;0,0860853643038579;4,45831474101507;0,807485546292794;0,429405186355097;0,549054413791184;-6,38402436933133
"77";"ABL2";0,317158553520856;5,9367442773993;0,799747007711414;0,432664220481545;0,999718359855294;-4,67752060390261;-0,451526662790074;3,04233664444671;-2,56816993264977;0,0188424952490032;0,0648779924444871;-3,33878663755558
"78";"ABLIM1";-0,097405837174418;4,64607452695654;-0,243149009474177;0,810210383206861;0,999718359855294;-4,73972451697954;0,0603276502899837;4,09147481011967;0,774818002899;0,448006697499111;0,565960248646382;-6,27227581885554
