"";"genes";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"C21orf58";"C21orf58";-0,38404111970053;4,60070857637362;-2,26657706188482;0,0339172541311022;0,998602651674656;-4,14679734261716
"MED19";"MED19";0,321596233521497;4,82949625065477;2,25933088845587;0,0344343055546382;0,998602651674656;-4,1125744387035
"PTRH2";"PTRH2";0,293122358564863;4,95627700555085;2,25544136110209;0,0347148078580517;0,998602651674656;-4,10763393482943
"CD38";"CD38";-1,08388710468151;7,92234476422959;-2,25302666131428;0,0348899992520039;0,998602651674656;-4,03766212480164
"FAM118A";"FAM118A";-0,365219518385138;4,17375280000182;-2,25122783009472;0,0350210330845994;0,998602651674656;-4,28405136046273
"LAMTOR3";"LAMTOR3";0,261086612622426;4,42872374638331;2,24937134444999;0,0351567382512515;0,998602651674656;-4,1918217589508
"ERAP2";"ERAP2";0,353629382229844;6,857358091862;2,24907926571542;0,0351781322899272;0,998602651674656;-4,02033550166218
"IFT122";"IFT122";-0,288383721929368;4,13338145404291;-2,24826068323409;0,0352381548304837;0,998602651674656;-4,28023123588346
"RCOR1";"RCOR1";-0,263249299031248;4,2825542194005;-2,24720425899477;0,0353157554388866;0,998602651674656;-4,25352641990286
"NTAN1";"NTAN1";0,211706086928429;6,53775837063741;2,24493222315492;0,0354831792076369;0,998602651674656;-4,02231659309738
"FBXO42";"FBXO42";-0,266745147008101;4,68182293641214;-2,24306129101649;0,0356215901423155;0,998602651674656;-4,14740080840673
"SS18";"SS18";0,169771138576281;6,23735694585983;2,24138942272523;0,035745691445865;0,998602651674656;-4,03321357887013
"DPH3";"DPH3";0,322445516981231;4,32868393698163;2,23407116565488;0,0362935789331871;0,998602651674656;-4,22744293038624
"SNORA12";"SNORA12";-1,10120378011451;3,00319421151045;-2,22465684682736;0,0370096581413882;0,998602651674656;-4,51326886510759
"TNFRSF18";"TNFRSF18";-0,434227066879803;9,43869296721702;-2,2232570422632;0,0371172246155686;0,998602651674656;-4,12507764761218
"SYNGR3";"SYNGR3";-0,40808276458246;4,24789016880921;-2,21159522431727;0,0380245008236649;0,998602651674656;-4,26813632018397
"SFXN5";"SFXN5";-0,21951968190451;4,26273191651324;-2,20991541618623;0,0381568394694391;0,998602651674656;-4,24702814208468
"RIPK3";"RIPK3";0,353887551462807;6,16280988615546;2,20737966594625;0,0383574053521403;0,998602651674656;-4,05167067738936
"RSU1";"RSU1";0,306528950121553;6,50265566278799;2,20579884516323;0,0384829259281652;0,998602651674656;-4,04614540748332
"RNF157";"RNF157";-0,428770040756087;6,26369072538136;-2,20499400010953;0,0385469758687471;0,998602651674656;-4,05342141256315
"BATF3";"BATF3";0,61530818947283;5,07780167548926;2,20374326166629;0,0386467027413987;0,998602651674656;-4,12464383905238
"FSD1";"FSD1";-0,304672924686869;4,71491838119558;-2,1889605451755;0,039843302474841;0,998602651674656;-4,15475356158731
"SNORA16B";"SNORA16B";-1,18927430447854;1,88668732900983;-2,1833543959628;0,0403058331484068;0,998602651674656;-4,55382532650471
"TAF1D";"TAF1D";0,261891781534694;6,35849446534982;2,18285120964066;0,040347585669753;0,998602651674656;-4,06387755028213
"A2M";"A2M";-1,45742083991601;1,57937848545762;-2,17471229991669;0,0410283981574486;0,998602651674656;-4,55958254496107
"PSMD6";"PSMD6";0,180824604214561;6,78671935665399;2,17274555278861;0,0411944708300402;0,998602651674656;-4,06508796054965
"SIK2";"SIK2";-0,318138496935786;4,36457985837743;-2,17084834561691;0,0413552490703366;0,998602651674656;-4,24958425698675
"CC2D1A";"CC2D1A";-0,180087358120876;6,14909324220347;-2,16179258331437;0,0421305441799594;0,998602651674656;-4,08061077018351
"RSL1D1";"RSL1D1";0,252088237264394;6,11294497976557;2,15910682134755;0,0423630006657165;0,998602651674656;-4,08431908740642
"HSD17B12";"HSD17B12";0,219556840082347;5,71205625662617;2,15705058331473;0,0425417554912016;0,998602651674656;-4,10443707216702
"ZC3H7A";"ZC3H7A";0,179070553633008;6,12593735878154;2,15536923527889;0,0426884273294087;0,998602651674656;-4,0849641521521
"CD2BP2";"CD2BP2";-0,179102175323205;7,27455993057108;-2,15298705844325;0,0428970196603035;0,998602651674656;-4,08398238213328
"NR4A2";"NR4A2";-0,869629579467427;7,96704350136588;-2,15283808403633;0,0429100950214218;0,998602651674656;-4,10378956339289
"MED6";"MED6";0,177138367503839;5,5360855567481;2,15060680357442;0,0431063647807756;0,998602651674656;-4,11868187201336
"TMBIM6";"TMBIM6";0,171988991589624;9,39848480313576;2,150153092526;0,0431463737518519;0,998602651674656;-4,15601929362757
"NLRX1";"NLRX1";-0,214435609703155;4,57746096458205;-2,14992939301179;0,0431661123011552;0,998602651674656;-4,19786682152826
"RAB5A";"RAB5A";0,206511448441856;6,20057701353957;2,1496223018153;0,0431932223812446;0,998602651674656;-4,086236262368
"ACTR3";"ACTR3";0,259663817652766;7,76722987802071;2,14879779678675;0,0432660860993134;0,998602651674656;-4,09969221541538
"ZBTB8OS";"ZBTB8OS";0,201906394376142;5,19992532180962;2,1460032247629;0,0435138779047095;0,998602651674656;-4,14335715440434
"CHTOP";"CHTOP";0,158724817009122;7,18105808245949;2,14401914158439;0,0436905829586514;0,998602651674656;-4,08789290721363
"HIC1";"HIC1";-0,494248281382696;5,39223661708767;-2,14390946830709;0,043700369505969;0,998602651674656;-4,13318068840788
"COX20";"COX20";0,247066413199107;5,23611857056601;2,14010705379373;0,044040900992679;0,998602651674656;-4,13907019202175
"FOSL2";"FOSL2";-0,418364710659012;6,83415307465154;-2,1395779941446;0,0440884714330724;0,998602651674656;-4,08521019090748
"KIR3DL1";"KIR3DL1";-0,466808442840712;7,21665269381403;-2,13552737622004;0,0444542247717672;0,998602651674656;-4,0936473156197
"LRRC45";"LRRC45";-0,380105363924485;6,2096810583852;-2,133943241423;0,044598009510803;0,998602651674656;-4,09398092351326
"RAB22A";"RAB22A";0,177591859737841;4,42564518233665;2,1330117390552;0,0446827537868665;0,998602651674656;-4,23383210474395
"PIGS";"PIGS";-0,286475208605278;6,49468067385403;-2,12963155667987;0,044991491827496;0,998602651674656;-4,09118019001722
"GATD1-DT";"GATD1-DT";-0,430417724609066;3,99978825362812;-2,12678757932064;0,0452527448436815;0,998602651674656;-4,36417021542265
"FADS2";"FADS2";-0,440262493056014;5,87338885846134;-2,12641107610447;0,0452874335810102;0,998602651674656;-4,11279330526842
"PRXL2A";"PRXL2A";-0,403714906299821;3,94073009542366;-2,12544198215241;0,0453768304800828;0,998602651674656;-4,36793019168472
