"";"genes";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"NUP37";"NUP37";-0,179552143504875;5,83346482950009;-1,35660945041508;0,189076900441708;0,353362012408972;-5,29976431060665
"KPNA1";"KPNA1";-0,200653768728895;5,20347135995766;-1,35441290809492;0,189765432411819;0,354564113806706;-5,24553751402584
"LIPA";"LIPA";0,230378233125836;5,97459757937364;1,35351053903988;0,190048863478845;0,35487928648479;-5,3064137186841
"LARP6";"LARP6";-1,5361464927849;3,87036615642411;-1,35346968378835;0,190061703875649;0,35487928648479;-4,79265709276227
"MIR4746";"MIR4746";0,767145680667234;5,39292861346457;1,35344274385318;0,190070171202269;0,35487928648479;-5,23002193029694
"GBP1P1";"GBP1P1";-1,21623057442183;4,87694597632294;-1,35325396306756;0,190129514090456;0,35489538509176;-5,23068779734155
"SPINDOC";"SPINDOC";0,185666976388082;5,85044949877682;1,35308763150419;0,190181812221607;0,35489538509176;-5,30119378359926
"RFX1";"RFX1";0,159223777020234;4,04437305737246;1,35297806946661;0,190216267023631;0,35489538509176;-4,9243018602448
"CYP27A1";"CYP27A1";-1,00470370675838;2,88162203980346;-1,3527564450504;0,190285977985803;0,35489538509176;-4,58941697941712
"SELL";"SELL";0,290475174284545;5,45948732284151;1,35269418990795;0,190305563686265;0,35489538509176;-5,26750534041307
"HNRNPH3";"HNRNPH3";0,147792567961909;8,02175236385095;1,35161339562147;0,190645839137559;0,355445244520229;-5,30026867761417
"ABHD5";"ABHD5";-0,26151521356765;4,14875135710047;-1,35106328859649;0,19081921809461;0,355683749783306;-5,02011530815121
"ZNF708";"ZNF708";0,396685488979688;3,6382562174041;1,35065482444629;0,190948035442935;0,355839099152409;-4,73491658769264
"NCAPG";"NCAPG";-0,388043237683802;5,29234474218482;-1,35042773175841;0,191019683321666;0,355887862379056;-5,26491996823046
"NTM";"NTM";-1,42658115117295;3,15214763650066;-1,35027429000362;0,191068106285312;0,355893342461929;-4,65283793343209
"DNAJC8";"DNAJC8";0,144377830254959;8,08274972617123;1,34959130586334;0,191283759010821;0,356210236615819;-5,30347367072953
"MAFG";"MAFG";-0,164641116269131;5,30599493458851;-1,34942557994941;0,191336116001199;0,356222961624883;-5,27393140032197
"MCM8";"MCM8";0,267045784909787;5,64673483135652;1,34886154255424;0,191514394268292;0,356402134711729;-5,2923037489378
"RND3";"RND3";-1,7182135109963;6,71433325287753;-1,34883291104186;0,191523447471287;0,356402134711729;-5,32368930163519
"TCTN3";"TCTN3";-0,241257385415825;5,75220280005507;-1,34858447224962;0,191602017273503;0,356463572316966;-5,30864164224662
"BBC3";"BBC3";0,474830293124571;4,90625725300463;1,34798814603136;0,191790711576296;0,356729811762423;-5,20823697274404
"LBR";"LBR";0,409791902401017;6,54558514260944;1,34781627499767;0,191845123554128;0,356738708549725;-5,34192767635098
"TLK1";"TLK1";0,260191296753947;5,07548144702324;1,3474738488666;0,191953567156588;0,356738708549725;-5,2418096600832
"ICAM1";"ICAM1";-0,661268726961388;7,93351564558485;-1,34746365910954;0,191956794910479;0,356738708549725;-5,29796122617875
"BARD1";"BARD1";0,296296603145599;4,61052404603942;1,34739718294492;0,191977853252766;0,356738708549725;-5,14804202776874
"SPAG4";"SPAG4";0,295266939325355;4,00818568493819;1,34714418067043;0,192058016044523;0,356802938164386;-4,9124552763036
"OLMALINC";"OLMALINC";-0,632653028870426;2,60077302069503;-1,34694476496352;0,192121218719784;0,356835636478117;-4,56919948765342
"ZPR1";"ZPR1";-0,188031928198937;6,97737857966194;-1,34607331820646;0,192397606691899;0,357207156110121;-5,34427937448351
"RSRP1";"RSRP1";0,308869572127569;6,64318621788982;1,34602624670853;0,192412544792864;0,357207156110121;-5,34706927242926
"GIPR";"GIPR";0,423674292680846;4,43794862088708;1,34562282111299;0,192540609032465;0,357360119942846;-5,08502667770275
"PRG4";"PRG4";-1,88190837477702;2,2885414281064;-1,34463526289808;0,192854384746515;0,357820689658347;-4,51023187817598
"PFDN2";"PFDN2";-0,26165845155432;7,60541217481329;-1,34455402810979;0,192880213288039;0,357820689658347;-5,32549235147918
"TCHP";"TCHP";0,222868061624154;5,49653724519115;1,34438064983607;0,192935347890758;0,357838136346334;-5,28080963088931
"CERS2";"CERS2";-0,181918930017002;7,83706898016527;-1,34417663073854;0,193000242217203;0,357873671883795;-5,3175946234235
"CDR2L";"CDR2L";-1,14061089472094;3,19360138776931;-1,34384310195179;0,193106367940755;0,357985626424166;-4,65830071475544
"GTPBP3";"GTPBP3";0,192160319649293;5,29079894707566;1,34282999567819;0,19342901046556;0,358498817359784;-5,26564124229652
"RIN1";"RIN1";-1,50157915584288;4,04318794142719;-1,34230845463083;0,193595270201871;0,358721996052485;-4,88063382234236
"VPS54";"VPS54";-0,203099791295128;4,63968087125717;-1,34125081443024;0,193932775718473;0,35926230350309;-5,19990905928466
